Sample	Gender	Pop	Sub.pop
NA19174	male	AFR	YRI
NA19360	male	AFR	LWK
SC_GMJOL5309890	female	AFR	GWJ
NA19186	male	AFR	YRI
NA19372	male	AFR	LWK
SC_GMFUL5306413	male	AFR	GWF
NA19198	male	AFR	YRI
NA19377	female	AFR	LWK
SC_GMFUL5309722	female	AFR	GWF
NA19201	female	AFR	YRI
NA19454	male	AFR	LWK
SC_GMFUL5306374	male	AFR	GWF
NA19206	female	AFR	YRI
NA19461	male	AFR	LWK
SC_GMFUL5306398	male	AFR	GWF
NA19213	male	AFR	YRI
NA19466	male	AFR	LWK
SC_GMFUL5306406	female	AFR	GWF
NA19225	female	AFR	YRI
NA19788	female	AMR	MXL
SC_GMFUL5306343	female	AFR	GWF
NA19237	female	AFR	YRI
NA19790	female	AMR	MXL
NA21104	male	SAS	GIH
NA19117	male	AFR	YRI
NA19795	male	AMR	MXL
NA21109	male	SAS	GIH
NA19129	female	AFR	YRI
NA19834	male	AFR	ASW
NA21111	male	SAS	GIH
NA19131	female	AFR	YRI
NA19904	male	AFR	ASW
NA21116	male	SAS	GIH
NA19249	male	AFR	YRI
NA19714	female	AFR	ASW
SC_GMJOL5309922	male	AFR	GWJ
NA19256	male	AFR	YRI
NA19719	female	AMR	MXL
SC_GMFUL5306362	male	AFR	GWF
NA19307	male	AFR	LWK
NA19721	female	AMR	MXL
SC_GMJOL5309939	female	AFR	GWJ
NA19143	female	AFR	YRI
NA19726	male	AMR	MXL
SC_GMFUL5306418	male	AFR	GWF
NA19148	female	AFR	YRI
NA19733	female	AMR	MXL
NA21123	male	SAS	GIH
NA19150	male	AFR	YRI
NA19909	female	AFR	ASW
NA21128	male	SAS	GIH
NA19338	female	AFR	LWK
NA19916	male	AFR	ASW
NA21130	male	SAS	GIH
NA19352	male	AFR	LWK
NA19923	female	AFR	ASW
SC_GMFUL5306355	female	AFR	GWF
NA19371	male	AFR	LWK
NA19985	female	AFR	ASW
SC_GMFUL5309708	male	AFR	GWF
NA19376	male	AFR	LWK
NA20127	female	AFR	ASW
SC_GMFUL5306379	female	AFR	GWF
NA19403	female	AFR	LWK
NA19764	female	AMR	MXL
NA21089	female	SAS	GIH
NA19434	female	AFR	LWK
NA19771	male	AMR	MXL
NA21091	male	SAS	GIH
NA19439	female	AFR	LWK
NA19776	female	AMR	MXL
SC_GMFUL5309741	female	AFR	GWF
NA19314	female	AFR	LWK
NA19783	male	AMR	MXL
SC_GMFUL5306432	female	AFR	GWF
NA19319	male	AFR	LWK
NA19738	male	AMR	MXL
SC_GMFUL5306367	male	AFR	GWF
NA19321	female	AFR	LWK
NA19740	female	AMR	MXL
SC_GMJOL5309941	male	AFR	GWJ
NA19383	male	AFR	LWK
NA19752	female	AMR	MXL
SC_GMJOL5309965	female	AFR	GWJ
NA19390	female	AFR	LWK
NA19757	male	AMR	MXL
SC_GMJOL5309934	female	AFR	GWJ
NA19395	female	AFR	LWK
NA20348	male	AFR	ASW
SC_GMJOL5309958	female	AFR	GWJ
NA19713	female	AFR	ASW
NA20350	male	AFR	ASW
SC_GMJOL5309821	female	AFR	GWJ
NA19718	female	AMR	MXL
NA20355	female	AFR	ASW
SC_GMWOF5428762	male	AFR	GWW
NA19720	male	AMR	MXL
NA20362	male	AFR	ASW
SC_GMWOF5428731	male	AFR	GWW
NA19725	female	AMR	MXL
NA20297	male	AFR	ASW
SC_GMJOL5309953	male	AFR	GWJ
NA19732	male	AMR	MXL
NA20300	female	AFR	ASW
SC_GMJOL5309977	male	AFR	GWJ
NA19679	male	AMR	MXL
NA20312	female	AFR	ASW
SC_GMJOL5309819	female	AFR	GWJ
NA19681	female	AMR	MXL
NA20317	female	AFR	ASW
SC_GMJOL5309895	female	AFR	GWJ
NA19686	female	AMR	MXL
NA20278	male	AFR	ASW
SC_GMJOL5309903	male	AFR	GWJ
NA19701	female	AFR	ASW
NA20285	male	AFR	ASW
SC_GMJOL5309927	male	AFR	GWJ
NA19472	female	AFR	LWK
NA20292	female	AFR	ASW
SC_GMFUL5306348	male	AFR	GWF
NA19648	female	AMR	MXL
NA20336	female	AFR	ASW
SC_GMFUL5309789	female	AFR	GWF
NA19650	male	AMR	MXL
NA20343	male	AFR	ASW
SC_GMFUL5309710	male	AFR	GWF
NA19655	male	AMR	MXL
NA20778	male	EUR	TSI
SC_GMJOL5309883	female	AFR	GWJ
NA19737	female	AMR	MXL
NA20785	male	EUR	TSI
SC_GMJOL5309852	male	AFR	GWJ
NA19749	female	AMR	MXL
NA20792	male	EUR	TSI
SC_GMJOL5309876	male	AFR	GWJ
NA19751	male	AMR	MXL
NA20797	female	EUR	TSI
SC_GMFUL5309703	male	AFR	GWF
NA19756	male	AMR	MXL
NA20800	female	EUR	TSI
SC_GMFUL5306420	male	AFR	GWF
NA19763	female	AMR	MXL
NA20805	male	EUR	TSI
SC_GMJOL5309960	female	AFR	GWJ
NA19770	female	AMR	MXL
NA20812	male	EUR	TSI
SC_GMJOL5309984	female	AFR	GWJ
NA19775	female	AMR	MXL
NA20413	male	AFR	ASW
SC_GMJOL5309972	male	AFR	GWJ
NA19782	female	AMR	MXL
NA20502	female	EUR	TSI
SC_GMMAN5482171	female	AFR	GWD
NA19908	male	AFR	ASW
NA20507	female	EUR	TSI
SC_GMMAN5482241	male	AFR	GWD
NA19915	male	AFR	ASW
NA20514	female	EUR	TSI
SC_GMMAN5482195	female	AFR	GWD
NA19922	male	AFR	ASW
NA20519	male	EUR	TSI
SC_GMMAN5482203	male	AFR	GWD
NA19984	male	AFR	ASW
NA20521	male	EUR	TSI
SC_GMMAN5482227	male	AFR	GWD
NA19787	male	AMR	MXL
NA20526	female	EUR	TSI
SC_GMMAN5482164	female	AFR	GWD
NA19794	female	AMR	MXL
NA20533	female	EUR	TSI
SC_GMWOF5428755	male	AFR	GWW
NA19819	female	AFR	ASW
NA20538	male	EUR	TSI
SC_GMWOF5428724	male	AFR	GWW
NA19446	female	AFR	LWK
NA20540	female	EUR	TSI
SC_GMWOF5428748	male	AFR	GWW
NA19453	male	AFR	LWK
NA20588	male	EUR	TSI
SC_GMWOF5428736	male	AFR	GWW
NA19662	female	AMR	MXL
NA20754	male	EUR	TSI
SC_GMWOF5428705	male	AFR	GWW
NA19674	male	AMR	MXL
NA20759	male	EUR	TSI
SC_GMWOF5428863	female	AFR	GWW
NA20532	male	EUR	TSI
NA20761	female	EUR	TSI
SC_GMWOF5428832	male	AFR	GWW
NA20537	male	EUR	TSI
NA20766	female	EUR	TSI
SC_GMWOF5428825	female	AFR	GWW
NA20544	male	EUR	TSI
NA20773	female	EUR	TSI
SC_GMWOF5428849	female	AFR	GWW
NA20582	female	EUR	TSI
NA20898	male	SAS	GIH
SC_GMMAN5482215	female	AFR	GWD
NA20587	female	EUR	TSI
NA20901	male	SAS	GIH
SC_GMMAN5482239	male	AFR	GWD
NA20753	female	EUR	TSI
NA20906	female	SAS	GIH
SC_GMMAN5482176	female	AFR	GWD
NA20126	male	AFR	ASW
NA20874	female	SAS	GIH
SC_GMWOF5428729	female	AFR	GWW
NA20277	female	AFR	ASW
NA20879	female	SAS	GIH
SC_GMWOF5428786	male	AFR	GWW
NA20284	male	AFR	ASW
NA20881	female	SAS	GIH
SC_GMWOF5428818	female	AFR	GWW
NA20289	female	AFR	ASW
NA20886	female	SAS	GIH
SC_GMWOF5428882	male	AFR	GWW
NA20291	male	AFR	ASW
NA20893	female	SAS	GIH
SC_GMMAN5482234	male	AFR	GWD
NA20796	male	EUR	TSI
NA20829	male	EUR	TSI
SC_GMWOF5428820	female	AFR	GWW
NA20804	female	EUR	TSI
NA20831	male	EUR	TSI
SC_GMWOF5428813	male	AFR	GWW
NA20809	male	EUR	TSI
NA20850	male	SAS	GIH
SC_GMWOF5428851	male	AFR	GWW
NA20811	male	EUR	TSI
NA20862	female	SAS	GIH
SC_GMWOF5428875	male	AFR	GWW
NA20816	male	EUR	TSI
NA20867	male	SAS	GIH
SC_GMWOF5428798	female	AFR	GWW
NA20506	female	EUR	TSI
NA21137	female	SAS	GIH
SC_GMWOF5428806	male	AFR	GWW
NA20513	male	EUR	TSI
NA21144	female	SAS	GIH
SC_GMMAN5482309	male	AFR	GWD
NA20518	male	EUR	TSI
SC_GMJOL5309898	male	AFR	GWJ
NA18524	male	EAS	CHB
NA20520	male	EUR	TSI
SC_GMJOL5309906	female	AFR	GWJ
NA18529	female	EAS	CHB
NA20525	male	EUR	TSI
SC_GMFUL5306346	male	AFR	GWF
HGDP00001	male		
NA20347	male	AFR	ASW
NA21101	female	SAS	GIH
HGDP00013	male		
NA20359	female	AFR	ASW
NA21106	female	SAS	GIH
SC_GMMAN5482323	male	AFR	GWD
NA20361	female	AFR	ASW
NA21113	male	SAS	GIH
SC_GMMAN5482260	male	AFR	GWD
NA20412	female	AFR	ASW
NA21118	male	SAS	GIH
SC_GMMAN5482284	female	AFR	GWD
NA20758	male	EUR	TSI
NA21120	female	SAS	GIH
SC_GMMAN5482316	female	AFR	GWD
NA20760	female	EUR	TSI
NA21125	female	SAS	GIH
SC_GMMAN5482258	female	AFR	GWD
NA20765	male	EUR	TSI
NA21086	female	SAS	GIH
SC_GMMAN5482291	female	AFR	GWD
NA20772	female	EUR	TSI
NA21093	male	SAS	GIH
SC_GMMAN5482208	male	AFR	GWD
NA20828	female	EUR	TSI
NA21098	male	SAS	GIH
SC_GMMAN5482169	female	AFR	GWD
NA20847	female	SAS	GIH
SC_GMFUL5306416	male	AFR	GWF
HGDP00049	male		
NA20335	male	AFR	ASW
SC_GMFUL5306411	male	AFR	GWF
HGDP00056	male		
NA20342	male	AFR	ASW
SC_GMFUL5306353	male	AFR	GWF
HGDP00068	male		
NA20296	female	AFR	ASW
SC_GMFUL5309756	male	AFR	GWF
HGDP00070	male		
NA20316	male	AFR	ASW
SC_GMFUL5309701	male	AFR	GWF
HGDP00082	male		
NA21143	female	SAS	GIH
SC_GMFUL5309725	female	AFR	GWF
HGDP00094	male		
SC_GMFUL5306354	female	AFR	GWF
SC_GMFUL5306360	female	AFR	GWF
HGDP00099	male		
SC_GMJOL5309914	female	AFR	GWJ
SC_GMFUL5309763	female	AFR	GWF
HGDP00102	male		
NA20854	female	SAS	GIH
SC_GMFUL5306339	female	AFR	GWF
HGDP00133	male		
NA20859	female	SAS	GIH
SC_GMFUL5306391	female	AFR	GWF
HGDP00140	male		
NA20861	male	SAS	GIH
SC_GMFUL5306423	male	AFR	GWF
HGDP00145	male		
NA20866	male	SAS	GIH
SC_GMFUL5306389	male	AFR	GWF
HGDP00025	male		
SC_GMJOL5309899	male	AFR	GWJ
SC_GMFUL5309718	female	AFR	GWF
HGDP00037	male		
SC_GMJOL5309907	female	AFR	GWJ
SC_GMFUL5306377	male	AFR	GWF
HGDP00119	male		
SC_GMFUL5306378	female	AFR	GWF
SC_GMFUL5306396	male	AFR	GWF
HGDP00121	male		
SC_GMFUL5306397	male	AFR	GWF
SC_GMFUL5306404	female	AFR	GWF
HGDP00412	male		
NA20873	male	SAS	GIH
SC_GMFUL5306428	female	AFR	GWF
HGDP00417	male		
NA20878	female	SAS	GIH
SC_GMJOL5309797	female	AFR	GWJ
HGDP00450	male		
NA20885	male	SAS	GIH
SC_GMJOL5309805	male	AFR	GWJ
HGDP00455	male		
NA21117	male	SAS	GIH
SC_GMJOL5309829	male	AFR	GWJ
HGDP00479	male		
NA21124	male	SAS	GIH
SC_GMWOF5428715	female	AFR	GWW
HGDP00513	female		
NA21129	male	SAS	GIH
SC_GMFUL5306341	male	AFR	GWF
HGDP00518	male		
NA21092	male	SAS	GIH
SC_GMJOL5309963	male	AFR	GWJ
HGDP00520	female		
NA21097	female	SAS	GIH
SC_GMJOL5309956	female	AFR	GWJ
HGDP00304	female		
NA21100	male	SAS	GIH
SC_GMJOL5309913	female	AFR	GWJ
HGDP00309	male		
NA20892	female	SAS	GIH
SC_GMJOL5309937	male	AFR	GWJ
HGDP00311	male		
NA20897	male	SAS	GIH
SC_GMJOL5309843	female	AFR	GWJ
HGDP00323	female		
NA20900	female	SAS	GIH
SC_GMJOL5309982	female	AFR	GWJ
HGDP00330	male		
NA20905	male	SAS	GIH
SC_GMJOL5309951	male	AFR	GWJ
HGDP00222	male		
NA21105	male	SAS	GIH
SC_GMJOL5309975	male	AFR	GWJ
HGDP00234	male		
NA21112	male	SAS	GIH
SC_GMJOL5309920	female	AFR	GWJ
HGDP00239	female		
SC_GMFUL5306405	female	AFR	GWF
SC_GMJOL5309944	male	AFR	GWJ
HGDP00241	male		
SC_GMFUL5306429	female	AFR	GWF
SC_GMJOL5309968	male	AFR	GWJ
HGDP00359	male		
SC_GMFUL5309738	female	AFR	GWF
SC_GMJOL5309867	female	AFR	GWJ
HGDP00392	male		
SC_GMFUL5306366	male	AFR	GWF
SC_GMJOL5309812	female	AFR	GWJ
HGDP00397	male		
SC_GMJOL5309971	male	AFR	GWJ
SC_GMJOL5309836	female	AFR	GWJ
HGDP00258	male		
SC_GMJOL5309940	male	AFR	GWJ
SC_GMJOL5309925	male	AFR	GWJ
HGDP00277	male		
SC_GMJOL5309964	female	AFR	GWJ
SC_GMJOL5309949	male	AFR	GWJ
HGDP00183	male		
SC_GMJOL5309933	female	AFR	GWJ
SC_GMJOL5309918	female	AFR	GWJ
HGDP00210	female		
SC_GMFUL5306392	male	AFR	GWF
SC_GMWOF5428739	female	AFR	GWW
HGDP00169	male		
SC_GMFUL5306400	male	AFR	GWF
SC_GMWOF5428708	male	AFR	GWW
HGDP00171	male		
SC_GMFUL5309733	male	AFR	GWF
SC_GMMAN5482180	male	AFR	GWD
HGDP00462	male		
SC_GMFUL5306424	male	AFR	GWF
SC_GMMAN5482212	female	AFR	GWD
HGDP00467	male		
SC_GMFUL5306385	female	AFR	GWF
SC_GMMAN5482236	male	AFR	GWD
HGDP00544	female		
SC_GMFUL5309719	female	AFR	GWF
SC_GMMAN5482173	female	AFR	GWD
HGDP00549	male		
SC_GMFUL5306412	female	AFR	GWF
SC_GMMAN5482197	female	AFR	GWD
HGDP00551	male		
SC_GMFUL5306361	female	AFR	GWF
SC_GMMAN5482205	male	AFR	GWD
HGDP00556	male		
SC_GMFUL5309702	female	AFR	GWF
SC_GMWOF5428796	female	AFR	GWW
HGDP00669	female		
SC_GMJOL5309919	male	AFR	GWJ
SC_GMWOF5428804	male	AFR	GWW
HGDP00671	male		
SC_GMJOL5309983	female	AFR	GWJ
SC_GMWOF5428828	male	AFR	GWW
HGDP00676	male		
SC_GMJOL5309957	female	AFR	GWJ
SC_GMWOF5428789	male	AFR	GWW
HGDP00594	male		
SC_GMJOL5309926	male	AFR	GWJ
SC_GMWOF5428861	male	AFR	GWW
HGDP00599	male		
SC_GMFUL5306347	male	AFR	GWF
SC_GMWOF5428866	female	AFR	GWW
HGDP00602	male		
SC_GMFUL5309764	female	AFR	GWF
SC_GMWOF5428811	female	AFR	GWW
HGDP00607	female		
SC_GMFUL5306359	female	AFR	GWF
SC_GMWOF5428835	male	AFR	GWW
HGDP00614	female		
SC_GMFUL5306431	female	AFR	GWF
SC_GMWOF5428859	male	AFR	GWW
HGDP00619	male		
SC_GMJOL5309875	male	AFR	GWJ
SC_GMWOF5428830	male	AFR	GWW
HGDP00621	male		
SC_GMJOL5309820	female	AFR	GWJ
SC_GMWOF5428854	male	AFR	GWW
HGDP00626	male		
SC_GMJOL5309844	male	AFR	GWJ
SC_GMWOF5428823	female	AFR	GWW
HGDP00645	male		
SC_GMJOL5309868	male	AFR	GWJ
SC_GMMAN5482229	male	AFR	GWD
HGDP00664	female		
SC_GMJOL5309813	female	AFR	GWJ
SC_GMMAN5482231	male	AFR	GWD
HGDP00575	female		
SC_GMJOL5309837	female	AFR	GWJ
SC_GMMAN5482255	male	AFR	GWD
HGDP00582	female		
SC_GMWOF5428778	male	AFR	GWW
SC_GMWOF5428873	female	AFR	GWW
HGDP00587	female		
SC_GMWOF5428723	male	AFR	GWW
SC_GMMAN5482178	male	AFR	GWD
HGDP00638	female		
SC_GMWOF5428812	female	AFR	GWW
SC_GMWOF5428847	female	AFR	GWW
HGDP00640	male		
SC_GMWOF5428797	female	AFR	GWW
SC_GMWOF5428816	male	AFR	GWW
HGDP00563	female		
SC_GMWOF5428805	male	AFR	GWW
SC_GMMAN5482250	male	AFR	GWD
HGDP00568	female		
SC_GMWOF5428829	male	AFR	GWW
SC_GMMAN5482243	female	AFR	GWD
HGDP00525	male		
SC_GMJOL5309945	male	AFR	GWJ
SC_GMWOF5428842	female	AFR	GWW
HGDP00537	female		
SC_GMJOL5309969	female	AFR	GWJ
SC_GMMAN5482293	female	AFR	GWD
HGDP00739	female		
SC_GMJOL5309851	male	AFR	GWJ
SC_GMMAN5482301	male	AFR	GWD
HGDP00741	female		
SC_GMJOL5309952	male	AFR	GWJ
NA18540	female	EAS	CHB
HGDP00746	female		
SC_GMJOL5309976	male	AFR	GWJ
HGDP00003	male		
HGDP00753	male		
SC_GMJOL5309921	male	AFR	GWJ
SC_GMMAN5482192	female	AFR	GWD
HGDP00703	male		
SC_GMWOF5428747	male	AFR	GWW
SC_GMMAN5482200	female	AFR	GWD
HGDP00708	female		
SC_GMWOF5428716	female	AFR	GWW
SC_GMMAN5482224	female	AFR	GWD
HGDP00710	male		
SC_GMWOF5428728	male	AFR	GWW
SC_GMMAN5482248	female	AFR	GWD
HGDP00715	male		
SC_GMWOF5428874	male	AFR	GWW
SC_GMMAN5482185	male	AFR	GWD
HGDP00772	female		
SC_GMWOF5428843	female	AFR	GWW
SC_GMMAN5482217	female	AFR	GWD
HGDP00777	male		
SC_GMWOF5428867	female	AFR	GWW
SC_GMMAN5482274	male	AFR	GWD
HGDP00784	female		
SC_GMWOF5428831	male	AFR	GWW
SC_GMMAN5482298	male	AFR	GWD
HGDP00791	male		
SC_GMWOF5428855	male	AFR	GWW
SC_GMMAN5482306	male	AFR	GWD
HGDP00683	female		
SC_GMWOF5428850	male	AFR	GWW
SC_GMMAN5482332	male	AFR	GWD
HGDP00688	female		
SC_GMWOF5428879	male	AFR	GWW
HGDP00015	male		
HGDP00690	female		
SC_GMWOF5428792	female	AFR	GWW
HGDP00039	male		
HGDP00823	male		
SC_GMWOF5428800	female	AFR	GWW
HGDP00041	male		
HGDP00828	male		
SC_GMWOF5428824	female	AFR	GWW
HGDP00072	male		
HGDP00758	male		
SC_GMWOF5428817	male	AFR	GWW
HGDP00096	male		
HGDP00760	female		
SC_GMMAN5482292	female	AFR	GWD
HGDP00130	male		
HGDP00765	female		
SC_GMMAN5482300	male	AFR	GWD
HGDP00135	male		
HGDP00804	male		
SC_GMMAN5482324	male	AFR	GWD
HGDP00104	male		
HGDP00811	female		
SC_GMMAN5482348	male	AFR	GWD
HGDP00109	male		
HGDP00854	female		
SC_GMMAN5482285	female	AFR	GWD
HGDP00060	male		
HGDP00859	female		
SC_GMMAN5482191	male	AFR	GWD
HGDP00402	male		
HGDP00861	female		
SC_GMMAN5482223	female	AFR	GWD
HGDP00407	male		
HGDP00727	male		
SC_GMMAN5482247	female	AFR	GWD
HGDP00433	male		
HGDP00734	male		
SC_GMMAN5482184	male	AFR	GWD
HGDP00438	male		
HGDP00974	female		
SC_GMMAN5482228	male	AFR	GWD
HGDP00445	male		
HGDP00981	male		
SC_GMMAN5482165	female	AFR	GWD
HGDP00452	male		
HGDP00986	male		
SC_GMMAN5482189	female	AFR	GWD
HGDP00243	male		
HGDP00993	male		
SC_GMMAN5482211	male	AFR	GWD
HGDP00248	male		
HGDP00943	male		
SC_GMMAN5482235	female	AFR	GWD
HGDP00262	male		
HGDP00948	male		
SC_GMMAN5482172	female	AFR	GWD
HGDP00274	female		
HGDP00950	male		
SC_GMMAN5482216	male	AFR	GWD
HGDP00279	male		
HGDP00873	female		
SC_GMMAN5482177	female	AFR	GWD
HGDP00281	male		
HGDP00880	male		
SC_GMMAN5482209	male	AFR	GWD
HGDP00173	male		
HGDP00885	female		
SC_GMWOF5428906	male	AFR	GWW
HGDP00185	male		
HGDP00905	male		
SC_GMMAN5482242	female	AFR	GWD
HGDP00192	female		
HGDP00912	male		
NA18594	female	EAS	CHB
HGDP00197	male		
HGDP00917	female		
HGDP00007	male		
HGDP00205	male		
HGDP01009	male		
SC_GMMAN5482266	female	AFR	GWD
HGDP00464	male		
HGDP01023	female		
HGDP00108	male		
HGDP00469	male		
HGDP00892	male		
HGDP00110	male		
HGDP00471	female		
HGDP00897	male		
HGDP00115	male		
HGDP00351	male		
HGDP00900	male		
HGDP00122	male		
HGDP00356	female		
HGDP00955	female		
HGDP00127	male		
HGDP00382	male		
HGDP00962	male		
HGDP00247	female		
HGDP00490	male		
HGDP00967	female		
HGDP00254	male		
HGDP00515	male		
HGDP00924	female		
HGDP00259	male		
HGDP00154	female		
HGDP00929	male		
HGDP00285	male		
HGDP00161	male		
HGDP00931	male		
HGDP00134	male		
HGDP00298	female		
HGDP01059	male		
HGDP00139	male		
HGDP00313	male		
HGDP01268	male		
HGDP00141	male		
HGDP00224	male		
HGDP01270	female		
HGDP00146	male		
HGDP00539	female		
HGDP01275	female		
HGDP00076	male		
HGDP00541	male		
HGDP01282	male		
HGDP00088	male		
HGDP00546	male		
HGDP01287	female		
HGDP00103	male		
HGDP00553	male		
HGDP01232	female		
HGDP00153	female		
HGDP00642	male		
HGDP01237	male		
HGDP00158	male		
HGDP00647	female		
HGDP01244	male		
HGDP00165	male		
HGDP00654	male		
HGDP01249	male		
HGDP00052	male		
HGDP00661	female		
HGDP01251	female		
HGDP00057	male		
HGDP00591	female		
HGDP01155	male		
HGDP00064	male		
HGDP00604	male		
HGDP01162	male		
HGDP00177	male		
HGDP00609	male		
HGDP01167	male		
HGDP00189	male		
HGDP00558	female		
HGDP01174	male		
HGDP00191	male		
HGDP00560	female		
HGDP01201	female		
HGDP00021	male		
HGDP00565	female		
HGDP01206	male		
HGDP00033	male		
HGDP00572	female		
HGDP01213	male		
HGDP00045	male		
HGDP00628	male		
HGDP01092	male		
HGDP00228	male		
HGDP00630	male		
HGDP01097	male		
HGDP00230	male		
HGDP00635	female		
HGDP01100	male		
HGDP00545	male		
HGDP00522	male		
HGDP01218	male		
HGDP00557	female		
HGDP00527	female		
HGDP01220	male		
HGDP00538	male		
HGDP00534	female		
HGDP01225	male		
HGDP00540	male		
HGDP00611	male		
HGDP01181	male		
HGDP00463	male		
HGDP00623	male		
HGDP01186	male		
HGDP00468	male		
HGDP00577	female		
HGDP01193	male		
HGDP00470	male		
HGDP00584	female		
HGDP01256	male		
HGDP00475	male		
HGDP00666	male		
HGDP01263	male		
HGDP00576	male		
HGDP00673	female		
HGDP01066	male		
HGDP00583	female		
HGDP00832	female		
HGDP01073	male		
HGDP00588	male		
HGDP00837	male		
HGDP01408	male		
HGDP00590	female		
HGDP00849	male		
HGDP01415	male		
HGDP00595	male		
HGDP00856	male		
HGDP01333	male		
HGDP00608	male		
HGDP00863	female		
HGDP00195	female		
HGDP00610	male		
HGDP00697	female		
NA21490	male		
HGDP00615	female		
HGDP00700	female		
HGDP01078	female		
HGDP00622	male		
HGDP00712	female		
HGDP01035	male		
HGDP00627	male		
HGDP00678	male		
HGDP01294	male		
HGDP00564	female		
HGDP00680	female		
HGDP01299	male		
HGDP00571	female		
HGDP00685	female		
HGDP01302	male		
HGDP00514	female		
HGDP00692	female		
HGDP01383	male		
HGDP00519	male		
HGDP00736	female		
HGDP01388	female		
HGDP00444	female		
HGDP00748	male		
HGDP01403	male		
HGDP00684	female		
HGDP00750	male		
HGDP01369	female		
HGDP00689	female		
HGDP00724	male		
HGDP01371	male		
HGDP00691	female		
HGDP00729	male		
HGDP01376	male		
HGDP00696	female		
HGDP00731	male		
HGDP01319	male		
HGDP00704	female		
HGDP00774	male		
HGDP01321	male		
HGDP00711	male		
HGDP00779	male		
HGDP01326	male		
HGDP00716	male		
HGDP00781	female		
HGDP01352	male		
HGDP00723	male		
HGDP00786	male		
HGDP01357	male		
HGDP00730	male		
HGDP00755	male		
HGDP01340	male		
HGDP00735	female		
HGDP00762	male		
Bu5	male		
HGDP00672	female		
HGDP00767	male		
Kor82	female		
HGDP00677	male		
HGDP00813	female		
CHI-034	female		
HGDP00634	female		
HGDP00818	female		
NA17386	male		
HGDP00639	male		
HGDP00820	female		
HGDP01028	male		
HGDP00641	male		
HGDP00806	female		
HGDP00208	male		
HGDP00759	male		
HGDP00969	male		
HGDP01338	male		
HGDP00761	female		
HGDP00971	male		
SAH41	male		
HGDP00766	male		
HGDP00976	female		
HGDP00796	female		
HGDP00646	female		
HGDP00983	male		
HGDP01047	male		
HGDP00653	female		
HGDP00938	female		
iran17	male		
HGDP00747	male		
HGDP00940	male		
SA0722	female		
HGDP00754	female		
HGDP00945	male		
Nlk3	female		
HGDP00780	male		
HGDP00952	male		
mg27	male		
HGDP00797	female		
HGDP00899	female		
ALB212	female		
HGDP00800	female		
HGDP00902	female		
lez49	male		
HGDP00805	female		
HGDP00907	male		
abh100	male		
HGDP00812	female		
HGDP00914	female		
AV-21	female		
HGDP00918	female		
HGDP00868	female		
HGDP00936	male		
HGDP00920	female		
HGDP00870	female		
IraqiJew1771	female		
HGDP00925	female		
HGDP00875	female		
Nesk_25	female		
HGDP00937	male		
HGDP00882	male		
HGDP01364	male		
HGDP00886	male		
HGDP00995	female		
HGDP00157	female		
HGDP00893	male		
HGDP01001	female		
zapo0099	male		
HGDP00898	female		
HGDP01006	female		
mixa0105	female		
HGDP00901	female		
HGDP01013	male		
HGDP01345	female		
HGDP00963	female		
HGDP00919	male		
HGDP00722	male		
HGDP00968	male		
HGDP00926	female		
HGDP01314	female		
HGDP00970	female		
HGDP00933	female		
HGDP00328	male		
HGDP00944	male		
HGDP01037	male		
NA15203	female		
HGDP00949	male		
HGDP01051	female		
HGDP00474	male		
HGDP00843	male		
HGDP01056	female		
DNK05	male		
HGDP00862	female		
HGDP00957	female		
ch113	male		
HGDP00906	male		
HGDP00964	male		
NA11201	female		
HGDP00913	male		
HGDP00894	male		
Jordan445	male		
HGDP00879	male		
HGDP01075	male		
SA0342	female		
HGDP00881	female		
HGDP01087	male		
HGDP01030	male		
HGDP00817	female		
HGDP01094	male		
NA17374	male		
HGDP00994	male		
HGDP01099	male		
Bishkek28439	female		
HGDP00999	female		
HGDP01102	male		
HGDP01198	female		
HGDP01024	female		
HGDP01152	male		
Kayseri23827	male		
HGDP01029	male		
HGDP01157	female		
HGDP01179	male		
HGDP01031	male		
HGDP01164	male		
HGDP01043	male		
HGDP01169	female		
HGDP01050	male		
HGDP01171	female		
HGDP01055	male		
HGDP01183	male		
HGDP01081	male		
HGDP01190	male		
HGDP01086	male		
HGDP01258	male		
HGDP01101	male		
HGDP01260	male		
HGDP01202	male		
HGDP01265	male		
HGDP01207	male		
HGDP01063	male		
HGDP01214	male		
HGDP01068	female		
HGDP01149	male		
HGDP01070	female		
HGDP01151	male		
HGDP01234	female		
HGDP01156	female		
HGDP01239	female		
HGDP01219	female		
HGDP01241	male		
HGDP01221	male		
HGDP01222	female		
HGDP01226	male		
HGDP01227	male		
HGDP01062	female		
HGDP01195	male		
HGDP01067	male		
HGDP01208	male		
HGDP01074	female		
HGDP01272	male		
HGDP01182	male		
HGDP01277	female		
HGDP01187	male		
Ayodo_81S	female		
HGDP01194	male		
NA21581	male		
HGDP00975	female		
Jordan214	male		
HGDP01269	male		
HGDP00887	male		
HGDP01271	male		
Sir26	male		
HGDP01276	female		
HGDP01400	female		
HGDP01283	male		
HGDP01405	male		
HGDP01288	male		
HGDP01412	male		
HGDP01290	male		
HGDP01347	male		
HGDP01295	male		
HGDP01354	female		
HGDP01303	male		
HGDP01359	male		
HGDP01334	female		
HGDP01361	male		
HGDP01339	male		
HGDP01304	male		
HGDP01341	male		
HGDP01309	male		
HGDP01346	female		
